Trace, Start Freq(Hz), Stop Freq(Hz)
Trace-A, 25049442790, 25050442790

RBW(Hz), VBW(Hz), SWT(ms), ATT(dB)
3000, 3000, 66, 10

Detection, Trace Points
Pos & Neg, 10001

Ref Level(dBm), PreAmp
-10.00, Off

Storage Mode-A
Off

Wave Data(dBm)-A, A(neg)
-96.172, -96.223
-96.233, -96.290
-96.290, -96.362
-96.362, -96.427
-96.427, -96.508
-96.508, -96.582
-96.595, -96.675
-96.675, -96.771
-96.771, -96.859
-96.859, -96.966
-96.966, -97.061
-97.077, -97.177
-97.177, -97.301
-97.301, -97.410
-97.410, -97.544
-97.544, -97.664
-97.685, -97.810
-97.810, -97.964
-97.964, -98.100
-98.100, -98.266
-98.266, -98.414
-98.440, -98.594
-98.594, -98.783
-98.783, -98.952
-98.952, -99.158
-99.158, -99.341
-99.372, -99.564
-99.564, -99.798
-99.798, -100.009
-100.009, -100.264
-100.264, -100.494
-100.533, -100.774
-100.774, -101.068
-101.068, -101.334
-101.334, -101.658
-101.658, -101.949
-101.999, -102.305
-102.305, -102.679
-102.679, -103.014
-103.014, -103.423
-103.423, -103.787
-103.849, -104.224
-104.224, -104.673
-104.673, -105.061
-105.061, -105.512
-105.512, -105.888
-105.948, -106.298
-106.298, -106.661
-106.661, -106.916
-106.916, -107.126
-107.126, -107.217
-107.202, -107.226
-107.055, -107.202
-106.830, -107.055
-106.466, -106.830
-106.085, -106.466
-105.580, -106.015
-105.035, -105.580
-104.549, -105.035
-103.978, -104.549
-103.494, -103.978
-102.939, -103.413
-102.405, -102.939
-101.967, -102.405
-101.480, -101.967
-101.085, -101.480
-100.652, -101.021
-100.248, -100.652
-99.925, -100.248
-99.575, -99.925
-99.299, -99.575
-99.002, -99.255
-98.734, -99.002
-98.527, -98.734
-98.309, -98.527
-98.143, -98.309
-97.974, -98.118
-97.833, -97.974
-97.731, -97.833
-97.636, -97.731
-97.574, -97.636
-97.527, -97.566
-97.505, -97.527
-97.502, -97.505
-97.505, -97.529
-97.529, -97.570
-97.578, -97.640
-97.640, -97.734
-97.734, -97.835
-97.835, -97.974
-97.974, -98.110
-98.135, -98.290
-98.290, -98.489
-98.489, -98.673
-98.673, -98.904
-98.904, -99.113
-99.148, -99.364
-99.364, -99.620
-99.620, -99.842
-99.842, -100.094
